AT_STREET;ON_STREET;XSTREET;Geom;Geo Local Area;geo_point_2d
126;618;HOWE ST AND SEABREEZE WALK;"{""coordinates"": [-123.13264899859205, 49.274179202010394], ""type"": ""Point""}";Downtown;49.274179202010394, -123.13264899859205
138;612;RICHARDS ST AND DAVIE ST;"{""coordinates"": [-123.12423609224068, 49.2758799551743], ""type"": ""Point""}";Downtown;49.2758799551743, -123.12423609224068
157;606;NELSON ST AND CAMBIE ST;"{""coordinates"": [-123.11813081113382, 49.27610458144374], ""type"": ""Point""}";Downtown;49.27610458144374, -123.11813081113382
152;608;HELMCKEN ST AND HAMILTON ST;"{""coordinates"": [-123.121118740586, 49.27594776035522], ""type"": ""Point""}";Downtown;49.27594776035522, -123.121118740586
126;616;HOWE ST AND PACIFIC ST;"{""coordinates"": [-123.130384066061, 49.27567828264898], ""type"": ""Point""}";Downtown;49.27567828264898, -123.130384066061
250;638;E 5TH AV AND COMMERCIAL DRIVE;"{""coordinates"": [-123.06969239352024, 49.26597951640026], ""type"": ""Point""}";Grandview-Woodland;49.26597951640026, -123.06969239352024
278;755;E 44TH AV AND WALES ST;"{""coordinates"": [-123.051629242961, 49.230282737211446], ""type"": ""Point""}";Victoria-Fraserview;49.230282737211446, -123.051629242961
119;601;THURLOW ST AND ALBERNI ST;"{""coordinates"": [-123.12375258509283, 49.285308133513425], ""type"": ""Point""}";West End;49.285308133513425, -123.12375258509283
117;600;JERVIS ST AND W GEORGIA ST;"{""coordinates"": [-123.12685915733769, 49.28814229139954], ""type"": ""Point""}";Downtown;49.28814229139954, -123.12685915733769
118;600;BUTE ST AND W GEORGIA ST;"{""coordinates"": [-123.12528704465292, 49.287124862911924], ""type"": ""Point""}";Downtown;49.287124862911924, -123.12528704465292
119;600;THURLOW ST AND W GEORGIA ST;"{""coordinates"": [-123.12312337431023, 49.285724490564135], ""type"": ""Point""}";Downtown;49.285724490564135, -123.12312337431023
126;600;W GEORGIA ST AND HOWE ST;"{""coordinates"": [-123.11909663675797, 49.28313672452903], ""type"": ""Point""}";Downtown;49.28313672452903, -123.11909663675797
134;589;W CORDOVA ST AND SEYMOUR ST;"{""coordinates"": [-123.11189381672449, 49.28531489100729], ""type"": ""Point""}";Downtown;49.28531489100729, -123.11189381672449
124;590;HORNBY ST AND W HASTINGS ST;"{""coordinates"": [-123.11582734325418, 49.28657717546662], ""type"": ""Point""}";Downtown;49.28657717546662, -123.11582734325418
119;590;THURLOW ST AND W HASTINGS ST;"{""coordinates"": [-123.11978378180704, 49.28793340051277], ""type"": ""Point""}";Downtown;49.28793340051277, -123.11978378180704
120;597;MELVILLE ST AND BURRARD ST;"{""coordinates"": [-123.11999151493643, 49.28515871453392], ""type"": ""Point""}";Downtown;49.28515871453392, -123.11999151493643
120;595;BURRARD ST AND DUNSMUIR ST;"{""coordinates"": [-123.11939490898949, 49.28555399570632], ""type"": ""Point""}";Downtown;49.28555399570632, -123.11939490898949
131;595;ST. REGIS LANE AND DUNSMUIR ST;"{""coordinates"": [-123.11590616138528, 49.28329669175334], ""type"": ""Point""}";Downtown;49.28329669175334, -123.11590616138528
118;601;ALBERNI ST AND BUTE ST;"{""coordinates"": [-123.12591624126401, 49.28670850319159], ""type"": ""Point""}";West End;49.28670850319159, -123.12591624126401
115;592;W PENDER ST AND NICOLA ST;"{""coordinates"": [-123.12902514328698, 49.290053732001425], ""type"": ""Point""}";Downtown;49.290053732001425, -123.12902514328698
114;601;ALBERNI ST AND CARDERO ST;"{""coordinates"": [-123.13122603035522, 49.29014457848818], ""type"": ""Point""}";West End;49.29014457848818, -123.13122603035522
156;595;HAMILTON ST AND DUNSMUIR ST;"{""coordinates"": [-123.11250751202398, 49.28109785153686], ""type"": ""Point""}";Downtown;49.28109785153686, -123.11250751202398
126;604;HOWE ST AND SMITHE ST;"{""coordinates"": [-123.12241388954682, 49.28095295273769], ""type"": ""Point""}";Downtown;49.28095295273769, -123.12241388954682
119;606;NELSON ST AND THURLOW ST;"{""coordinates"": [-123.1280093040367, 49.282491937412566], ""type"": ""Point""}";West End;49.282491937412566, -123.1280093040367
124;606;NELSON ST AND HORNBY ST;"{""coordinates"": [-123.12497428209322, 49.280528050129256], ""type"": ""Point""}";Downtown;49.280528050129256, -123.12497428209322
119;607;THURLOW ST AND COMOX ST;"{""coordinates"": [-123.12906960937788, 49.28179038437799], ""type"": ""Point""}";West End;49.28179038437799, -123.12906960937788
119;609;THURLOW ST AND PENDRELL ST;"{""coordinates"": [-123.13013309639713, 49.281086686079064], ""type"": ""Point""}";West End;49.281086686079064, -123.13013309639713
094;719;W 29TH AV AND MAGNOLIA ST;"{""coordinates"": [-123.14975480955808, 49.24579324045557], ""type"": ""Point""}";Arbutus Ridge;49.24579324045557, -123.14975480955808
093;718;MAPLE ST AND W 28TH AV;"{""coordinates"": [-123.15185050414831, 49.24671903809518], ""type"": ""Point""}";Arbutus Ridge;49.24671903809518, -123.15185050414831
095;721;MAPLE CRESCENT AND MAPLE ST;"{""coordinates"": [-123.14804227477549, 49.245115209853815], ""type"": ""Point""}";Shaughnessy;49.245115209853815, -123.14804227477549
120;721;W 29TH AV AND PINE CRESCENT;"{""coordinates"": [-123.14699491144255, 49.24555891497361], ""type"": ""Point""}";Shaughnessy;49.24555891497361, -123.14699491144255
226;590;E HASTINGS ST AND VERNON DRIVE;"{""coordinates"": [-123.07915839757881, 49.2811184394869], ""type"": ""Point""}";Strathcona;49.2811184394869, -123.07915839757881
218;590;RAYMUR AV AND E HASTINGS ST;"{""coordinates"": [-123.0824223619623, 49.2810202238459], ""type"": ""Point""}";Strathcona;49.2810202238459, -123.0824223619623
217;590;CAMPBELL AV AND E HASTINGS ST;"{""coordinates"": [-123.0847853281124, 49.28105906445487], ""type"": ""Point""}";Strathcona;49.28105906445487, -123.0847853281124
231;739;LANARK ST AND E 37TH AV;"{""coordinates"": [-123.07551720667813, 49.23683903950488], ""type"": ""Point""}";Kensington-Cedar Cottage;49.23683903950488, -123.07551720667813
233;736;E 36TH AV AND DUMFRIES ST;"{""coordinates"": [-123.07410637647673, 49.23766078733069], ""type"": ""Point""}";Kensington-Cedar Cottage;49.23766078733069, -123.07410637647673
236;739;E 37TH AV AND FLEMING ST;"{""coordinates"": [-123.07276145081562, 49.236806446207304], ""type"": ""Point""}";Kensington-Cedar Cottage;49.236806446207304, -123.07276145081562
230;734;E 35TH AV AND KNIGHT ST;"{""coordinates"": [-123.07668410522308, 49.238529242037956], ""type"": ""Point""}";Kensington-Cedar Cottage;49.238529242037956, -123.07668410522308
037;742;W 38TH AV AND HIGHBURY ST;"{""coordinates"": [-123.18820051717005, 49.23759079741731], ""type"": ""Point""}";Dunbar-Southlands;49.23759079741731, -123.18820051717005
037;745;W 39TH AV AND HIGHBURY ST;"{""coordinates"": [-123.18820920579788, 49.23644644323111], ""type"": ""Point""}";Dunbar-Southlands;49.23644644323111, -123.18820920579788
032;739;W 37TH AV AND CROWN ST;"{""coordinates"": [-123.19371374399323, 49.23860753869962], ""type"": ""Point""}";Dunbar-Southlands;49.23860753869962, -123.19371374399323
034;742;W 38TH AV AND WALLACE ST;"{""coordinates"": [-123.1909616989335, 49.237602475628485], ""type"": ""Point""}";Dunbar-Southlands;49.237602475628485, -123.1909616989335
033;745;W 39TH AV AND HOLLAND ST;"{""coordinates"": [-123.19232066785887, 49.23645848082033], ""type"": ""Point""}";Dunbar-Southlands;49.23645848082033, -123.19232066785887
032;745;CROWN ST AND W 39TH AV;"{""coordinates"": [-123.19374453341086, 49.236462479268084], ""type"": ""Point""}";Dunbar-Southlands;49.236462479268084, -123.19374453341086
235;588;FRANKLIN ST AND WOODLAND DRIVE;"{""coordinates"": [-123.07260496855223, 49.282215791935975], ""type"": ""Point""}";Grandview-Woodland;49.282215791935975, -123.07260496855223
250;588;COMMERCIAL DRIVE AND FRANKLIN ST;"{""coordinates"": [-123.0703689091395, 49.28218705044059], ""type"": ""Point""}";Grandview-Woodland;49.28218705044059, -123.0703689091395
175;750;ALBERTA ST AND W 41ST AV;"{""coordinates"": [-123.1134355627308, 49.23343637575549], ""type"": ""Point""}";Riley Park;49.23343637575549, -123.1134355627308
165;750;W 41ST AV AND ASH ST;"{""coordinates"": [-123.11786233727645, 49.23360100091644], ""type"": ""Point""}";South Cambie;49.23360100091644, -123.11786233727645
175;747;ALBERTA ST AND W 40TH AV;"{""coordinates"": [-123.11339447048145, 49.234375430534655], ""type"": ""Point""}";Riley Park;49.234375430534655, -123.11339447048145
271;604;NAPIER ST AND KAMLOOPS ST;"{""coordinates"": [-123.05465405383045, 49.27497503922037], ""type"": ""Point""}";Hastings-Sunrise;49.27497503922037, -123.05465405383045
275;594;SLOCAN ST AND TURNER ST;"{""coordinates"": [-123.04933258053414, 49.279085623849554], ""type"": ""Point""}";Hastings-Sunrise;49.279085623849554, -123.04933258053414
274;601;PARKER ST AND PENTICTON ST;"{""coordinates"": [-123.05199516714077, 49.27580116079984], ""type"": ""Point""}";Hastings-Sunrise;49.27580116079984, -123.05199516714077
271;606;WILLIAM ST AND KAMLOOPS ST;"{""coordinates"": [-123.05465676689442, 49.27414569067533], ""type"": ""Point""}";Hastings-Sunrise;49.27414569067533, -123.05465676689442
271;611;KAMLOOPS ST AND KITCHENER ST;"{""coordinates"": [-123.05468419704397, 49.272296077885066], ""type"": ""Point""}";Hastings-Sunrise;49.272296077885066, -123.05468419704397
271;616;KAMLOOPS ST AND GRAVELEY ST;"{""coordinates"": [-123.05469259673947, 49.27043106473576], ""type"": ""Point""}";Hastings-Sunrise;49.27043106473576, -123.05469259673947
275;633;E 3RD AV AND SLOCAN ST;"{""coordinates"": [-123.0494935458535, 49.26757754200026], ""type"": ""Point""}";Hastings-Sunrise;49.26757754200026, -123.0494935458535
274;633;PENTICTON ST AND E 3RD AV;"{""coordinates"": [-123.05211977917624, 49.26758054297507], ""type"": ""Point""}";Hastings-Sunrise;49.26758054297507, -123.05211977917624
271;633;KAMLOOPS ST AND E 3RD AV;"{""coordinates"": [-123.05469242922999, 49.26758103595369], ""type"": ""Point""}";Hastings-Sunrise;49.26758103595369, -123.05469242922999
271;631;E 2ND AV AND KAMLOOPS ST;"{""coordinates"": [-123.05469138091962, 49.26848556651315], ""type"": ""Point""}";Hastings-Sunrise;49.26848556651315, -123.05469138091962
274;631;PENTICTON ST AND E 2ND AV;"{""coordinates"": [-123.05210613262965, 49.26848399976415], ""type"": ""Point""}";Hastings-Sunrise;49.26848399976415, -123.05210613262965
275;600;VENABLES ST AND SLOCAN ST;"{""coordinates"": [-123.04934978993285, 49.27662854658482], ""type"": ""Point""}";Hastings-Sunrise;49.27662854658482, -123.04934978993285
274;586;PENTICTON ST AND TRIUMPH ST;"{""coordinates"": [-123.05195406569936, 49.283881773324524], ""type"": ""Point""}";Hastings-Sunrise;49.283881773324524, -123.05195406569936
274;587;PANDORA ST AND PENTICTON ST;"{""coordinates"": [-123.05195512359317, 49.28297788387157], ""type"": ""Point""}";Hastings-Sunrise;49.28297788387157, -123.05195512359317
275;587;SLOCAN ST AND PANDORA ST;"{""coordinates"": [-123.04932818282434, 49.28297501429991], ""type"": ""Point""}";Hastings-Sunrise;49.28297501429991, -123.04932818282434
275;590;E HASTINGS ST AND SLOCAN ST;"{""coordinates"": [-123.04933053099373, 49.281138603278855], ""type"": ""Point""}";Hastings-Sunrise;49.281138603278855, -123.04933053099373
252;638;BAUER ST AND E 5TH AV;"{""coordinates"": [-123.06744866326136, 49.26575331436875], ""type"": ""Point""}";Grandview-Woodland;49.26575331436875, -123.06744866326136
234;646;E 7TH AV AND WOODLAND DRIVE;"{""coordinates"": [-123.07359544480632, 49.26420295447263], ""type"": ""Point""}";Grandview-Woodland;49.26420295447263, -123.07359544480632
232;646;E 7TH AV AND MCLEAN DRIVE;"{""coordinates"": [-123.07553087206435, 49.264218679416665], ""type"": ""Point""}";Grandview-Woodland;49.264218679416665, -123.07553087206435
225;646;E 7TH AV AND KEITH DRIVE;"{""coordinates"": [-123.0793951333204, 49.26425045035441], ""type"": ""Point""}";Mount Pleasant;49.26425045035441, -123.0793951333204
222;646;E 7TH AV AND GLEN DRIVE;"{""coordinates"": [-123.08132929891343, 49.264265638271524], ""type"": ""Point""}";Mount Pleasant;49.264265638271524, -123.08132929891343
214;646;ST. CATHERINES ST AND E 7TH AV;"{""coordinates"": [-123.08519859594956, 49.2642960781735], ""type"": ""Point""}";Mount Pleasant;49.2642960781735, -123.08519859594956
126;628;WALKWAY AND CREEKSIDE DRIVE;"{""coordinates"": [-123.14045380320981, 49.27376688592385], ""type"": ""Point""}";Fairview;49.27376688592385, -123.14045380320981
;;JOHNSTON ST AND DURANLEAU ST;"{""coordinates"": [-123.13601215608328, 49.27274748530732], ""type"": ""Point""}";Fairview;49.27274748530732, -123.13601215608328
124;617;BEACH AV AND HORNBY ST;"{""coordinates"": [-123.13278914028922, 49.275356772247335], ""type"": ""Point""}";Downtown;49.275356772247335, -123.13278914028922
194;644;E 5TH AV AND SCOTIA ST;"{""coordinates"": [-123.09880848571413, 49.26637318936706], ""type"": ""Point""}";Mount Pleasant;49.26637318936706, -123.09880848571413
222;640;E 6TH AV AND GLEN DRIVE;"{""coordinates"": [-123.08130966334197, 49.26523113424207], ""type"": ""Point""}";Strathcona;49.26523113424207, -123.08130966334197
198;648;E 8TH AV AND GUELPH ST;"{""coordinates"": [-123.09490801093301, 49.26347042369506], ""type"": ""Point""}";Mount Pleasant;49.26347042369506, -123.09490801093301
210;648;E 8TH AV AND FRASER ST;"{""coordinates"": [-123.08910404292232, 49.26342367382564], ""type"": ""Point""}";Mount Pleasant;49.26342367382564, -123.08910404292232
212;648;PRINCE ALBERT ST AND E 8TH AV;"{""coordinates"": [-123.08715790797228, 49.263408022413024], ""type"": ""Point""}";Mount Pleasant;49.263408022413024, -123.08715790797228
194;642;SCOTIA ST AND E 4TH AV;"{""coordinates"": [-123.09877089603889, 49.267277257160984], ""type"": ""Point""}";Mount Pleasant;49.267277257160984, -123.09877089603889
119;589;THURLOW ST AND W CORDOVA ST;"{""coordinates"": [-123.11913946858225, 49.288358980358666], ""type"": ""Point""}";Downtown;49.288358980358666, -123.11913946858225
116;600;W GEORGIA ST AND BROUGHTON ST;"{""coordinates"": [-123.12823715069618, 49.28903402655704], ""type"": ""Point""}";Downtown;49.28903402655704, -123.12823715069618
118;592;BUTE ST AND W PENDER ST;"{""coordinates"": [-123.12337272983372, 49.28839156239338], ""type"": ""Point""}";Downtown;49.28839156239338, -123.12337272983372
117;597;W PENDER ST AND JERVIS ST;"{""coordinates"": [-123.12552165547459, 49.289027068474546], ""type"": ""Point""}";Downtown;49.289027068474546, -123.12552165547459
115;602;ROBSON ST AND NICOLA ST;"{""coordinates"": [-123.13110624924282, 49.288676496336734], ""type"": ""Point""}";West End;49.288676496336734, -123.13110624924282
114;602;CARDERO ST AND ROBSON ST;"{""coordinates"": [-123.13228895449687, 49.28944216635205], ""type"": ""Point""}";West End;49.28944216635205, -123.13228895449687
118;589;W CORDOVA ST AND BUTE ST;"{""coordinates"": [-123.12208544310803, 49.28923494920609], ""type"": ""Point""}";Downtown;49.28923494920609, -123.12208544310803
114;600;CARDERO ST AND W GEORGIA ST;"{""coordinates"": [-123.13059726189516, 49.29056124523784], ""type"": ""Point""}";Downtown;49.29056124523784, -123.13059726189516
190;722;MAIN ST AND E 29TH AV;"{""coordinates"": [-123.10130613679647, 49.24447759094298], ""type"": ""Point""}";Riley Park;49.24447759094298, -123.10130613679647
190;734;E 35TH AV AND MAIN ST;"{""coordinates"": [-123.10155125214733, 49.23905342595274], ""type"": ""Point""}";Riley Park;49.23905342595274, -123.10155125214733
185;724;E 30TH AV AND JAMES ST;"{""coordinates"": [-123.10394547800523, 49.243328308725445], ""type"": ""Point""}";Riley Park;49.243328308725445, -123.10394547800523
182;730;MIDLOTHIAN AV AND CLANCY LORANGER WAY;"{""coordinates"": [-123.10908254516252, 49.2429927636067], ""type"": ""Point""}";Riley Park;49.2429927636067, -123.10908254516252
120;589;BURRARD ST AND W CORDOVA ST;"{""coordinates"": [-123.11623550436386, 49.28764340384587], ""type"": ""Point""}";Downtown;49.28764340384587, -123.11623550436386
210;727;FRASER ST AND E 31ST AV;"{""coordinates"": [-123.09029748231855, 49.24256146029288], ""type"": ""Point""}";Riley Park;49.24256146029288, -123.09029748231855
210;721;E 29TH AV AND FRASER ST;"{""coordinates"": [-123.09024355344086, 49.24455713167841], ""type"": ""Point""}";Riley Park;49.24455713167841, -123.09024355344086
224;580;ROGERS ST AND POWELL ST;"{""coordinates"": [-123.08000305508719, 49.28281777517519], ""type"": ""Point""}";Strathcona;49.28281777517519, -123.08000305508719
215;589;E CORDOVA ST AND CORDOVA DIVERSION;"{""coordinates"": [-123.08684498867302, 49.28204774192488], ""type"": ""Point""}";Strathcona;49.28204774192488, -123.08684498867302
236;721;FLEMING ST AND E 29TH AV;"{""coordinates"": [-123.07215006418912, 49.24400229390165], ""type"": ""Point""}";Kensington-Cedar Cottage;49.24400229390165, -123.07215006418912
237;721;PERRY ST AND E 29TH AV;"{""coordinates"": [-123.071417362342, 49.24398913937444], ""type"": ""Point""}";Kensington-Cedar Cottage;49.24398913937444, -123.071417362342
239;721;WELWYN ST AND E 29TH AV;"{""coordinates"": [-123.07003593833807, 49.243966174693874], ""type"": ""Point""}";Kensington-Cedar Cottage;49.243966174693874, -123.07003593833807
229;727;E 31ST AV AND HENRY ST;"{""coordinates"": [-123.07762617732041, 49.24251641010861], ""type"": ""Point""}";Kensington-Cedar Cottage;49.24251641010861, -123.07762617732041
230;723;KNIGHT ST AND E 30TH AV;"{""coordinates"": [-123.07630406184104, 49.24367134383141], ""type"": ""Point""}";Kensington-Cedar Cottage;49.24367134383141, -123.07630406184104
229;719;E 29TH AV AND MOHAWK ST;"{""coordinates"": [-123.07821777478813, 49.2445819200256], ""type"": ""Point""}";Kensington-Cedar Cottage;49.2445819200256, -123.07821777478813
230;719;E 29TH AV AND KNIGHT ST;"{""coordinates"": [-123.07627885745973, 49.2445677536712], ""type"": ""Point""}";Kensington-Cedar Cottage;49.2445677536712, -123.07627885745973
