date,intersection,longitude,latitude,weather,type,AM_available,AM_scraped,MD_available,MD_scraped,PM_available,PM_scraped,AM_peak_hour,AM_north_bikes_vol,AM_north_peds_vol,AM_north_veh_vol,AM_east_bikes_vol,AM_east_peds_vol,AM_east_veh_vol,AM_south_bikes_vol,AM_south_peds_vol,AM_south_veh_vol,AM_west_bikes_vol,AM_west_peds_vol,AM_west_veh_vol,PM_peak_hour,PM_north_bikes_vol,PM_north_peds_vol,PM_north_veh_vol,PM_east_bikes_vol,PM_east_peds_vol,PM_east_veh_vol,PM_south_bikes_vol,PM_south_peds_vol,PM_south_veh_vol,PM_west_bikes_vol,PM_west_peds_vol,PM_west_veh_vol,MD_peak_hour,MD_north_bikes_vol,MD_north_peds_vol,MD_north_veh_vol,MD_east_bikes_vol,MD_east_peds_vol,MD_east_veh_vol,MD_south_bikes_vol,MD_south_peds_vol,MD_south_veh_vol,MD_west_bikes_vol,MD_west_peds_vol,MD_west_veh_vol
1998-11-13,WEST BOULEVARD AND W 49TH AV,-123.15515213722,49.2271583096935,cloudy,Signalized,True,True,True,True,False,True,07:35 - 08:35,4,48,548,3,2,812,0,4,569,0,29,315,,,,,,,,,,,,,,15:45 - 16:45,1,42,699,1,5,496,1,4,424,2,9,593
1996-07-26,WEST BOULEVARD AND W 49TH AV,-123.15515213722,49.2271583096935,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,2,32,503,6,6,528,1,11,358,3,13,314,16:25 - 17:25,2,11,593,8,1,410,2,16,381,9,28,414,,,,,,,,,,,,,
2004-10-20,ANGUS DRIVE AND W 64TH AV,-123.148484634082,49.2132769185798,clear,Non-Signalized,True,True,True,True,False,True,07:55 - 08:55,0,2,186,1,3,130,1,4,217,0,3,41,,,,,,,,,,,,,,15:35 - 16:35,0,0,260,0,1,66,0,2,155,0,5,14
2010-10-05,ANGUS DRIVE AND SW MARINE DRIVE,-123.148239503921,49.2090182809583,clear,Signalized,True,True,True,True,True,True,07:55 - 08:55,0,0,31,6,0,1141,,0,,6,0,1000,16:55 - 17:55,1,0,52,11,0,1022,,,,8,0,1008,12:55 - 13:55,2,0,29,4,0,969,,,,8,0,919
2008-11-18,ANGUS DRIVE AND SW MARINE DRIVE,-123.148239503921,49.2090182809583,clear,Non-Signalized,True,True,False,True,True,True,07:20 - 08:20,0,0,14,0,0,1030,,0,,0,0,1003,16:20 - 17:20,0,0,13,0,0,791,,,,2,0,1155,,,,,,,,,,,,,
2004-08-04,CYPRESS ST AND CORNWALL AV,-123.147802735762,49.2724628093381,cloudy,Signalized,True,True,False,True,True,True,07:45 - 08:45,10,84,186,21,122,746,23,38,135,67,43,1261,16:25 - 17:25,45,139,217,129,149,1303,36,65,271,20,145,891,,,,,,,,,,,,,
2002-09-16,CYPRESS ST AND CORNWALL AV,-123.147802735762,49.2724628093381,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,12,70,184,18,98,1052,24,64,125,48,85,1463,16:25 - 17:25,34,131,190,86,136,1300,19,53,228,19,140,975,,,,,,,,,,,,,
2000-07-06,CYPRESS ST AND CORNWALL AV,-123.147802735762,49.2724628093381,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,19,81,210,27,136,763,43,34,151,51,28,1363,16:25 - 17:25,102,156,189,137,143,1464,13,47,256,43,127,995,,,,,,,,,,,,,
1996-07-18,CYPRESS ST AND CORNWALL AV,-123.147802735762,49.2724628093381,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,11,52,191,25,77,732,26,38,179,60,40,1444,16:25 - 17:25,14,132,187,93,92,1306,12,33,324,24,137,919,,,,,,,,,,,,,
1996-07-29,CYPRESS ST AND W 4TH AV,-123.147966636751,49.2680536328042,clear,Non-Signalized,True,True,False,True,True,True,07:50 - 08:50,9,28,33,4,16,760,10,27,96,16,36,1136,16:25 - 17:25,27,128,107,25,57,1359,15,126,118,17,64,1055,,,,,,,,,,,,,
2011-09-20,CYPRESS ST AND W 45TH AV,-123.14936502531,49.2307628899848,clear,Non-Signalized,True,True,True,True,False,True,07:55 - 08:55,2,17,39,9,27,72,2,39,54,9,47,72,,,,,,,,,,,,,,14:45 - 15:45,3,10,41,2,24,41,4,72,64,4,83,71
2004-07-21,DENMAN ST AND W GEORGIA ST,-123.13374007094,49.2925946723086,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,4,49,65,13,130,1010,14,39,690,38,0,3409,16:05 - 17:05,18,391,49,41,733,2603,66,147,869,33,0,1831,,,,,,,,,,,,,
2003-10-30,DENMAN ST AND W GEORGIA ST,-123.13374007094,49.2925946723086,clear,Non-Signalized,False,True,False,True,True,True,,,,,,,,,,,,,,16:45 - 17:45,0,0,88,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,
2002-10-22,DENMAN ST AND W GEORGIA ST,-123.13374007094,49.2925946723086,mist,Signalized,True,True,False,True,True,True,07:20 - 08:20,3,45,42,7,131,800,21,5,687,4,0,2670,16:25 - 17:25,14,182,48,8,390,2777,43,15,1240,9,5,1525,,,,,,,,,,,,,
1998-07-30,DENMAN ST AND W GEORGIA ST,-123.13374007094,49.2925946723086,clear,Signalized,True,True,False,True,True,True,07:25 - 08:25,1,81,67,15,131,1076,14,39,654,17,5,3523,16:25 - 17:25,0,311,74,10,352,3216,51,83,864,47,9,1828,,,,,,,,,,,,,
1996-07-02,DENMAN ST AND W GEORGIA ST,-123.13374007094,49.2925946723086,clear,Signalized,True,True,False,True,True,True,07:20 - 08:20,0,77,40,13,82,1040,15,36,576,26,4,3771,16:20 - 17:20,5,177,31,50,226,2677,34,91,905,21,8,1794,,,,,,,,,,,,,
2007-04-04,DENMAN ST AND ALBERNI ST,-123.134371606614,49.292180403978,clear,Non-Signalized,True,True,False,True,True,True,07:25 - 08:25,6,58,905,0,100,100,3,1,684,1,29,23,16:25 - 17:25,1,11,438,0,67,102,10,9,830,0,48,50,,,,,,,,,,,,,
1997-06-13,DENMAN ST AND ALBERNI ST,-123.134371606614,49.292180403978,cloudy,Non-Signalized,True,True,False,True,True,True,07:30 - 08:30,2,3,844,2,73,97,10,16,672,7,28,44,16:15 - 17:15,6,7,522,16,299,153,14,58,758,16,68,107,,,,,,,,,,,,,
1995-08-04,DENMAN ST AND ALBERNI ST,-123.134371606614,49.292180403978,clear,Non-Signalized,True,True,True,True,False,True,07:50 - 08:50,8,4,740,5,91,103,22,29,632,15,23,66,,,,,,,,,,,,,,15:50 - 16:50,16,18,472,12,284,152,31,50,716,55,40,116
2010-03-31,DENMAN ST AND NELSON ST,-123.138621291478,49.289365435885,clear,Signalized,True,True,False,True,True,True,07:40 - 08:40,0,28,720,0,58,23,13,36,772,1,30,124,16:45 - 17:45,12,130,687,4,596,107,2,184,754,3,438,125,,,,,,,,,,,,,
2002-06-26,DENMAN ST AND NELSON ST,-123.138621291478,49.289365435885,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,10,117,723,3,135,57,8,100,645,7,163,229,16:25 - 17:25,33,167,613,5,565,122,31,308,703,12,523,164,,,,,,,,,,,,,
2003-08-14,DENMAN ST AND DAVIE ST,-123.141809607965,49.2872536194767,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,11,93,602,3,60,200,4,49,454,0,40,56,16:25 - 17:25,21,454,612,8,473,284,29,351,468,12,261,140,,,,,,,,,,,,,
2001-08-07,DENMAN ST AND DAVIE ST,-123.141809607965,49.2872536194767,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,11,42,637,1,69,181,5,41,366,3,20,43,16:05 - 17:05,19,498,595,12,481,322,29,349,459,28,316,118,,,,,,,,,,,,,
1999-09-02,DENMAN ST AND DAVIE ST,-123.141809607965,49.2872536194767,clear,Signalized,True,True,True,True,False,True,07:55 - 08:55,8,119,830,2,102,222,1,78,494,0,31,41,,,,,,,,,,,,,,15:40 - 16:40,22,519,613,2,395,321,9,371,537,1,191,115
1998-10-29,DENMAN ST AND DAVIE ST,-123.141809607965,49.2872536194767,clear,Signalized,True,True,False,True,True,True,07:20 - 08:20,7,79,933,3,54,221,6,40,518,1,37,50,16:05 - 17:05,12,176,686,4,137,347,11,66,650,1,50,78,,,,,,,,,,,,,
1996-06-10,DENMAN ST AND DAVIE ST,-123.141809607965,49.2872536194767,cloudy,Signalized,True,True,True,True,False,True,07:55 - 08:55,7,64,788,2,58,202,7,28,465,2,18,44,,,,,,,,,,,,,,15:30 - 16:30,23,156,621,2,183,322,7,77,621,9,81,119
2003-08-14,DENMAN ST AND BEACH AV,-123.142375266764,49.2868790216579,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,11,18,489,14,3,665,1,19,0,9,56,248,16:25 - 17:25,25,153,471,23,11,1051,1,123,0,18,471,341,,,,,,,,,,,,,
2000-07-19,DENMAN ST AND BEACH AV,-123.142375266764,49.2868790216579,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,4,658,10,0,593,,22,,42,30,100,16:25 - 17:25,4,57,470,28,1,818,,,,79,468,247,,,,,,,,,,,,,
1996-06-24,DENMAN ST AND BEACH AV,-123.142375266764,49.2868790216579,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,4,9,590,9,0,490,,2,,10,16,121,16:25 - 17:25,15,105,500,51,0,820,,,,65,293,281,,,,,,,,,,,,,
2005-11-22,QUEBEC ST AND PACIFIC BOULEVARD,-123.102209901362,49.2760606702897,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,51,7,134,0,0,,56,7,938,10,10,848,16:25 - 17:25,49,21,322,0,0,,36,6,1035,14,11,1080,,,,,,,,,,,,,
2003-04-17,BROUGHTON ST AND ALBERNI ST,-123.128866203064,49.2886175797536,cloudy,Non-Signalized,False,True,False,True,True,True,,,,,,,,,,,,,,16:25 - 17:25,0,0,,1,0,142,0,0,0,2,3,116,,,,,,,,,,,,,
2007-11-06,JERVIS ST AND W HASTINGS ST,-123.124910037044,49.2894316374984,rain,Signalized,True,True,True,True,False,True,07:35 - 08:35,1,77,166,0,22,127,0,52,148,18,62,428,,,,,,,,,,,,,,15:50 - 16:50,4,49,189,3,26,202,1,24,68,4,35,175
2003-06-24,JERVIS ST AND PACIFIC ST,-123.138120118754,49.2806896774503,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,8,20,107,18,19,352,10,8,352,40,20,924,16:25 - 17:25,4,33,54,19,37,545,11,15,516,31,72,673,,,,,,,,,,,,,
2001-08-07,JERVIS ST AND PACIFIC ST,-123.138120118754,49.2806896774503,clear,Signalized,True,True,False,True,True,True,07:40 - 08:40,7,14,107,13,13,255,1,3,269,28,30,611,16:10 - 17:10,5,27,41,35,40,509,9,20,512,31,55,574,,,,,,,,,,,,,
1996-06-21,JERVIS ST AND PACIFIC ST,-123.138120118754,49.2806896774503,clear,Signalized,True,True,False,True,True,True,07:40 - 08:40,3,14,112,12,9,227,22,22,330,39,13,868,16:25 - 17:25,4,25,56,36,32,581,31,14,519,83,70,786,,,,,,,,,,,,,
2009-01-21,BUTE ST AND ALBERNI ST,-123.125916241752,49.2867085005403,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,2,124,281,6,458,314,8,134,176,6,192,360,16:50 - 17:50,8,205,262,7,478,493,3,303,408,9,394,435,,,,,,,,,,,,,
2008-07-10,BUTE ST AND ALBERNI ST,-123.125916241752,49.2867085005403,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,133,293,9,467,277,11,124,69,12,114,285,16:55 - 17:55,7,147,237,7,419,424,6,238,269,5,325,397,,,,,,,,,,,,,
2004-08-06,BUTE ST AND ALBERNI ST,-123.125916241752,49.2867085005403,rain,Signalized,False,True,True,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,12:35 - 13:35,2,89,263,1,526,351,1,137,223,1,168,426
2002-10-31,BUTE ST AND ALBERNI ST,-123.125916241752,49.2867085005403,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,0,80,266,6,348,339,12,152,235,11,158,454,16:25 - 17:25,7,117,391,9,296,540,2,188,237,5,308,342,,,,,,,,,,,,,
1998-07-29,BUTE ST AND ALBERNI ST,-123.125916241752,49.2867085005403,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,2,76,226,6,460,394,28,97,243,10,128,369,16:20 - 17:20,20,172,337,16,449,547,9,196,252,7,395,406,,,,,,,,,,,,,
1996-06-18,BUTE ST AND ALBERNI ST,-123.125916241752,49.2867085005403,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,7,78,243,11,382,450,11,70,245,17,126,346,16:25 - 17:25,14,125,352,13,338,611,20,148,270,13,260,347,,,,,,,,,,,,,
2010-04-15,BUTE ST AND ROBSON ST,-123.126979737144,49.2860047424628,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,4,370,226,2,361,421,25,225,105,1,219,250,16:45 - 17:45,0,1160,195,0,976,485,7,1292,114,1,719,383,,,,,,,,,,,,,
2003-07-14,BUTE ST AND ROBSON ST,-123.126979737144,49.2860047424628,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,344,156,5,410,400,12,301,104,8,152,430,16:25 - 17:25,7,1509,293,19,1038,684,7,1513,184,10,675,435,,,,,,,,,,,,,
2001-07-30,BUTE ST AND ROBSON ST,-123.126979737144,49.2860047424628,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,8,441,167,20,550,470,41,378,103,22,205,422,16:25 - 17:25,36,1515,272,41,1192,616,5,1752,156,13,805,516,,,,,,,,,,,,,
1998-05-26,BUTE ST AND ROBSON ST,-123.126979737144,49.2860047424628,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,5,375,154,8,379,502,17,341,86,15,205,426,16:20 - 17:20,7,844,199,10,596,605,2,762,143,3,540,435,,,,,,,,,,,,,
1995-07-25,BUTE ST AND ROBSON ST,-123.126979737144,49.2860047424628,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,0,384,155,17,419,491,27,327,95,14,167,378,16:25 - 17:25,21,986,369,28,649,637,5,721,175,9,344,453,,,,,,,,,,,,,
2011-03-31,THURLOW ST AND W CORDOVA ST,-123.119139467411,49.2883589806411,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,2,113,53,7,94,324,3,93,60,20,75,289,16:40 - 17:40,8,184,226,27,306,470,5,93,211,7,248,315,,,,,,,,,,,,,
2009-01-28,THURLOW ST AND W CORDOVA ST,-123.119139467411,49.2883589806411,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,1,149,,3,48,240,0,37,86,2,47,217,16:50 - 17:50,0,241,,8,84,373,1,107,113,14,52,297,,,,,,,,,,,,,
2009-04-14,THURLOW ST AND W HASTINGS ST,-123.119783775682,49.2879333983664,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,9,263,188,4,177,343,3,133,135,19,279,320,16:30 - 17:30,5,345,235,18,283,492,13,161,149,12,314,335,,,,,,,,,,,,,
2001-07-23,THURLOW ST AND W HASTINGS ST,-123.119783775682,49.2879333983664,cloudy,Non-Signalized,True,True,False,True,True,True,07:55 - 08:55,0,422,,12,3,721,18,178,138,19,276,350,16:25 - 17:25,1,635,,29,3,769,9,187,169,21,368,536,,,,,,,,,,,,,
2011-03-08,THURLOW ST AND W GEORGIA ST,-123.12312337392,49.2857244914747,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,6,854,624,6,797,754,2,562,0,6,736,2211,16:40 - 17:40,8,757,1186,12,835,1106,1,601,0,10,982,1346,,,,,,,,,,,,,
2010-09-23,THURLOW ST AND W GEORGIA ST,-123.12312337392,49.2857244914747,clear,Signalized,True,True,False,True,True,True,07:40 - 08:40,2,687,551,7,727,630,0,520,0,18,671,1770,16:40 - 17:40,14,746,1143,9,811,1094,0,724,0,9,804,1186,,,,,,,,,,,,,
2009-02-10,THURLOW ST AND W GEORGIA ST,-123.12312337392,49.2857244914747,cloudy,Signalized,True,True,False,True,True,True,07:35 - 08:35,1,602,683,3,807,649,,284,,4,454,1856,16:50 - 17:50,7,800,2117,5,823,1144,,,,8,825,1478,,,,,,,,,,,,,
2003-07-17,THURLOW ST AND W GEORGIA ST,-123.12312337392,49.2857244914747,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,15,574,641,16,829,791,3,351,0,10,841,1504,16:25 - 17:25,49,607,1425,16,964,1286,3,498,0,15,844,1291,,,,,,,,,,,,,
2000-08-21,THURLOW ST AND W GEORGIA ST,-123.12312337392,49.2857244914747,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,7,601,707,9,775,716,2,349,0,10,623,1643,16:25 - 17:25,16,561,999,27,716,1246,3,559,0,8,641,1341,,,,,,,,,,,,,
1997-06-17,THURLOW ST AND W GEORGIA ST,-123.12312337392,49.2857244914747,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,12,638,700,18,653,581,6,248,0,14,499,1247,16:25 - 17:25,44,731,1497,19,779,1285,6,387,0,22,726,1330,,,,,,,,,,,,,
1995-07-10,THURLOW ST AND W GEORGIA ST,-123.12312337392,49.2857244914747,rain,Signalized,True,True,False,True,True,True,07:45 - 08:45,12,429,647,11,0,839,10,261,0,9,373,1696,16:25 - 17:25,65,676,1354,34,807,1333,13,350,0,27,691,1364,,,,,,,,,,,,,
2009-01-22,THURLOW ST AND HARO ST,-123.125879717617,49.2839009035458,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,0,62,914,0,124,177,0,81,0,1,231,96,16:55 - 17:55,2,91,1119,7,239,313,0,118,0,5,329,116,,,,,,,,,,,,,
2004-07-23,THURLOW ST AND HARO ST,-123.125879717617,49.2839009035458,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,3,94,912,1,0,163,0,49,0,2,200,53,16:25 - 17:25,23,84,1380,5,219,335,2,168,0,4,415,141,,,,,,,,,,,,,
2003-11-14,THURLOW ST AND HARO ST,-123.125879717617,49.2839009035458,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,3,136,916,3,220,272,3,55,0,3,262,85,16:25 - 17:25,17,145,1444,5,286,435,1,158,0,5,541,229,,,,,,,,,,,,,
1999-10-26,THURLOW ST AND HARO ST,-123.125879717617,49.2839009035458,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,4,152,1091,2,232,260,1,73,0,3,277,101,16:25 - 17:25,22,165,1528,5,256,416,0,116,0,2,312,141,,,,,,,,,,,,,
1996-06-21,THURLOW ST AND HARO ST,-123.125879717617,49.2839009035458,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,5,90,1002,3,184,229,1,50,0,10,278,80,16:25 - 17:25,45,174,1440,17,200,458,9,108,0,11,444,217,,,,,,,,,,,,,
2010-09-09,BURRARD ST AND W HASTINGS ST,-123.117023469563,49.2871228036372,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,17,379,266,20,260,500,30,126,663,14,561,245,16:30 - 17:30,37,341,328,33,457,500,10,332,535,35,1040,520,,,,,,,,,,,,,
2009-02-26,BURRARD ST AND W HASTINGS ST,-123.117023469563,49.2871228036372,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,5,295,311,5,287,714,12,187,759,3,314,259,16:35 - 17:35,12,346,436,9,356,596,8,212,497,9,555,426,,,,,,,,,,,,,
2006-05-23,BURRARD ST AND W HASTINGS ST,-123.117023469563,49.2871228036372,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,4,212,229,1,121,728,9,172,572,8,279,259,16:10 - 17:10,15,298,430,10,332,697,12,307,359,11,468,419,,,,,,,,,,,,,
2004-08-04,BURRARD ST AND W HASTINGS ST,-123.117023469563,49.2871228036372,cloudy,Signalized,False,True,True,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,13:25 - 14:25,9,335,296,7,491,496,17,197,487,10,502,386
2000-06-21,BURRARD ST AND W HASTINGS ST,-123.117023469563,49.2871228036372,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,18,419,398,10,407,907,15,186,793,14,283,389,16:25 - 17:25,26,515,647,19,522,797,23,304,589,23,444,548,,,,,,,,,,,,,
1996-10-15,BURRARD ST AND W HASTINGS ST,-123.117023469563,49.2871228036372,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,12,283,376,19,267,891,21,134,669,16,214,390,16:20 - 17:20,33,443,589,31,351,805,31,195,489,34,333,615,,,,,,,,,,,,,
2009-01-15,BURRARD ST AND W PENDER ST,-123.117828709002,49.2865884422055,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,2,406,365,26,312,421,21,422,644,2,892,654,16:55 - 17:55,20,416,506,14,581,391,25,536,602,26,798,757,,,,,,,,,,,,,
2000-05-08,BURRARD ST AND W PENDER ST,-123.117828709002,49.2865884422055,rain,Signalized,True,True,False,True,True,True,07:40 - 08:40,0,195,413,15,409,519,28,748,764,12,368,601,16:25 - 17:25,5,144,556,26,469,414,14,612,423,9,281,703,,,,,,,,,,,,,
1995-02-01,BURRARD ST AND W PENDER ST,-123.117828709002,49.2865884422055,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,16,0,419,15,0,516,22,0,753,21,0,753,16:25 - 17:25,23,0,591,22,0,519,26,0,575,29,0,855,,,,,,,,,,,,,
2009-02-25,BURRARD ST AND SMITHE ST,-123.124403841864,49.282240666813,cloudy,Signalized,True,True,False,True,True,True,07:50 - 08:50,6,191,702,11,348,795,18,272,1099,4,568,81,16:55 - 17:55,65,340,1506,12,601,1010,2,588,738,0,855,137,,,,,,,,,,,,,
2006-05-18,BURRARD ST AND SMITHE ST,-123.124403841864,49.282240666813,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,11,197,441,2,261,907,31,295,1324,3,526,51,16:10 - 17:10,22,353,1144,4,656,1167,11,670,615,3,780,92,,,,,,,,,,,,,
2002-07-29,BURRARD ST AND SMITHE ST,-123.124403841864,49.282240666813,rain,Signalized,True,True,False,True,True,True,07:50 - 08:50,8,170,741,12,299,807,56,179,1134,3,431,66,16:25 - 17:25,47,227,1276,29,503,962,28,302,656,8,589,145,,,,,,,,,,,,,
2000-06-14,BURRARD ST AND SMITHE ST,-123.124403841864,49.282240666813,rain,Signalized,True,True,False,True,True,True,07:35 - 08:35,4,143,506,7,138,816,43,182,1301,2,468,78,16:05 - 17:05,27,200,1199,21,351,903,1,194,946,2,388,90,,,,,,,,,,,,,
1998-07-06,BURRARD ST AND SMITHE ST,-123.124403841864,49.282240666813,clear,Signalized,True,True,False,True,True,True,07:40 - 08:40,6,178,571,5,210,816,59,168,1342,5,353,56,16:25 - 17:25,52,199,1250,19,320,944,16,308,823,17,707,153,,,,,,,,,,,,,
1996-06-27,BURRARD ST AND SMITHE ST,-123.124403841864,49.282240666813,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,5,183,643,9,205,759,63,155,1174,7,380,73,16:25 - 17:25,76,202,1249,38,356,1225,32,211,803,6,572,142,,,,,,,,,,,,,
2003-03-13,BURRARD ST AND W 1ST AV,-123.145499141585,49.2706609954056,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,6,21,1291,14,24,174,14,42,1584,17,1,289,16:25 - 17:25,5,56,1612,1,23,360,7,39,1476,7,25,266,,,,,,,,,,,,,
2001-07-17,BURRARD ST AND W 1ST AV,-123.145499141585,49.2706609954056,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,40,61,1463,19,83,106,80,64,1512,217,86,342,16:20 - 17:20,74,72,1894,40,84,387,62,75,1477,33,92,311,,,,,,,,,,,,,
1999-03-04,BURRARD ST AND W 1ST AV,-123.145499141585,49.2706609954056,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,9,28,1429,32,22,244,17,60,1647,30,42,253,16:25 - 17:25,14,47,1939,18,40,314,11,71,1288,8,31,253,,,,,,,,,,,,,
1996-07-16,BURRARD ST AND W 1ST AV,-123.145499141585,49.2706609954056,cloudy,Signalized,True,True,False,True,True,True,07:55 - 08:55,39,5,1440,23,34,106,66,49,1568,49,40,191,16:25 - 17:25,60,2,1920,31,33,210,41,92,1356,22,101,253,,,,,,,,,,,,,
2005-02-15,BURRARD ST AND W 4TH AV,-123.145645520735,49.268026679519,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,3,57,1241,2,59,791,8,41,1506,2,3,1218,16:25 - 17:25,12,151,1442,8,155,1097,8,136,1167,7,39,904,,,,,,,,,,,,,
2002-08-22,BURRARD ST AND W 4TH AV,-123.145645520735,49.268026679519,clear,Signalized,True,True,False,True,True,True,07:55 - 08:55,6,31,1165,3,21,758,36,45,1421,9,37,1174,16:25 - 17:25,13,154,1645,32,145,1334,32,164,1193,13,141,1030,,,,,,,,,,,,,
2000-05-02,BURRARD ST AND W 4TH AV,-123.145645520735,49.268026679519,cloudy,Signalized,True,True,False,True,True,True,07:50 - 08:50,5,52,1291,2,29,757,42,43,1475,14,53,1397,16:25 - 17:25,9,110,1799,6,84,1239,21,102,1186,5,86,954,,,,,,,,,,,,,
1998-11-10,BURRARD ST AND W 4TH AV,-123.145645520735,49.268026679519,rain,Signalized,True,True,False,True,True,True,07:55 - 08:55,2,58,1371,3,75,894,31,45,1187,11,53,1373,16:15 - 17:15,16,127,1827,8,134,1240,17,113,1235,8,125,1071,,,,,,,,,,,,,
1995-09-21,BURRARD ST AND W 4TH AV,-123.145645520735,49.268026679519,cloudy,Signalized,True,True,False,True,True,True,07:50 - 08:50,14,68,1431,6,55,957,53,47,1541,19,59,1331,16:25 - 17:25,24,155,1863,24,106,1391,35,82,1306,14,130,1083,,,,,,,,,,,,,
2006-08-25,BURRARD ST AND W 8TH AV,-123.145724142,49.2646253557773,clear,Non-Signalized,True,True,True,True,False,True,07:50 - 08:50,3,2,726,0,45,12,12,2,1168,3,24,31,,,,,,,,,,,,,,15:35 - 16:35,7,0,1277,4,66,25,9,2,934,6,74,53
2005-03-16,BURRARD ST AND W 12TH AV,-123.145863421114,49.2608880059052,rain,Signalized,False,True,True,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,13:25 - 14:25,0,7,459,0,4,510,0,5,542,0,4,612
2002-10-01,BURRARD ST AND W 12TH AV,-123.145863421114,49.2608880059052,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,2,19,744,7,8,871,8,21,1027,3,9,891,16:25 - 17:25,10,10,1101,13,23,1062,4,31,583,8,28,834,,,,,,,,,,,,,
2000-06-26,BURRARD ST AND W 12TH AV,-123.145863421114,49.2608880059052,clear,Signalized,True,True,False,True,True,True,07:50 - 08:50,4,7,644,8,20,645,6,29,980,0,8,709,16:25 - 17:25,5,20,1017,6,16,940,9,18,570,9,16,667,,,,,,,,,,,,,
1998-10-22,BURRARD ST AND W 12TH AV,-123.145863421114,49.2608880059052,clear,Signalized,True,True,False,True,True,True,07:45 - 08:45,2,22,711,10,18,867,8,23,1071,8,15,752,16:20 - 17:20,4,15,1102,1,16,932,7,29,602,11,18,793,,,,,,,,,,,,,
1995-09-13,BURRARD ST AND W 12TH AV,-123.145863421114,49.2608880059052,clear,Signalized,True,True,False,True,True,True,07:40 - 08:40,4,22,714,17,22,933,14,15,1152,19,13,761,16:25 - 17:25,10,17,1067,15,15,968,9,9,671,10,20,842,,,,,,,,,,,,,
2009-03-03,HORNBY ST AND SMITHE ST,-123.123382954786,49.2815805738358,cloudy,Signalized,True,True,False,True,True,True,07:40 - 08:40,0,240,,9,247,1063,76,287,1286,8,309,0,16:25 - 17:25,1,320,,16,310,1199,18,411,1003,4,420,0,,,,,,,,,,,,,
2006-08-10,HORNBY ST AND SMITHE ST,-123.123382954786,49.2815805738358,rain,Signalized,True,True,True,True,False,True,07:55 - 08:55,1,124,0,11,119,1252,65,138,911,0,192,0,,,,,,,,,,,,,,15:35 - 16:35,4,223,0,13,305,1409,47,474,886,3,472,0
